slug,campo,motivo,tratamiento_publico
dcz-type-dry-fully-automatic-magnetic-separation,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dcz-type-dry-fully-automatic-magnetic-separation,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dcz-type-dry-fully-automatic-magnetic-separation,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gtc-wet-plate-magnetic-separator,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gtc-wet-plate-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gtc-wet-plate-magnetic-separator,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gtc-wet-plate-magnetic-separator,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gtc-wet-plate-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-wet-vertical-ring-high-gradient-magnetic-separator,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-wet-vertical-ring-high-gradient-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-wet-vertical-ring-high-gradient-magnetic-separator,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-wet-vertical-ring-high-gradient-magnetic-separator,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-wet-vertical-ring-high-gradient-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjpc-wet-disc-magnetic-separation,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjpc-wet-disc-magnetic-separation,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjpc-wet-disc-magnetic-separation,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjpc-wet-disc-magnetic-separation,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjpc-wet-disc-magnetic-separation,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clt-type-magnetic-desliming-tank,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clt-type-magnetic-desliming-tank,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clt-type-magnetic-desliming-tank,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clt-type-magnetic-desliming-tank,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clt-type-magnetic-desliming-tank,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctb-type-semi-countercurrent-wet-selection-machine,Mineralogía,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctb-type-semi-countercurrent-wet-selection-machine,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctb-type-semi-countercurrent-wet-selection-machine,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctb-type-semi-countercurrent-wet-selection-machine,Porcentaje de sólidos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctb-type-semi-countercurrent-wet-selection-machine,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctdg-type-permanent-magnet-bulk-dry-magnetic-separator,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctdg-type-permanent-magnet-bulk-dry-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctdg-type-permanent-magnet-bulk-dry-magnetic-separator,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctdg-type-permanent-magnet-bulk-dry-magnetic-separator,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctdg-type-permanent-magnet-bulk-dry-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-full-countercurrent-wet-magnetic-separator,Mineralogía,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-full-countercurrent-wet-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-full-countercurrent-wet-magnetic-separator,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-full-countercurrent-wet-magnetic-separator,Porcentaje de sólidos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-full-countercurrent-wet-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cts-type-downstream-wet-pre-selection-machine,Mineralogía,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cts-type-downstream-wet-pre-selection-machine,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cts-type-downstream-wet-pre-selection-machine,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cts-type-downstream-wet-pre-selection-machine,Porcentaje de sólidos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cts-type-downstream-wet-pre-selection-machine,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctzs-type-upward-suction-magnetic-separator,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctzs-type-upward-suction-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctzs-type-upward-suction-magnetic-separator,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctzs-type-upward-suction-magnetic-separator,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctzs-type-upward-suction-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hcg-type-dry-pre-selection-machine,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hcg-type-dry-pre-selection-machine,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hcg-type-dry-pre-selection-machine,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hcg-type-dry-pre-selection-machine,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hcg-type-dry-pre-selection-machine,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-type-vertical-ring-high-gradient-magnetic-separation,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-type-vertical-ring-high-gradient-magnetic-separation,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-type-vertical-ring-high-gradient-magnetic-separation,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-type-vertical-ring-high-gradient-magnetic-separation,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hjlh-type-vertical-ring-high-gradient-magnetic-separation,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ljk-type-magnetic-ore-special-iron-remover,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ljk-type-magnetic-ore-special-iron-remover,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ljk-type-magnetic-ore-special-iron-remover,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ljk-type-magnetic-ore-special-iron-remover,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ljk-type-magnetic-ore-special-iron-remover,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
nct-type-concentrated-magnetic-separator,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
nct-type-concentrated-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
nct-type-concentrated-magnetic-separator,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
nct-type-concentrated-magnetic-separator,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
nct-type-concentrated-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
wbc-semi-magnetic-tailings-recovery-machine,Mineral,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
wbc-semi-magnetic-tailings-recovery-machine,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
wbc-semi-magnetic-tailings-recovery-machine,Humedad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
wbc-semi-magnetic-tailings-recovery-machine,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
wbc-semi-magnetic-tailings-recovery-machine,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-specialized-magnetic-separator-for-coal-washing,Mineralogía,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-specialized-magnetic-separator-for-coal-washing,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-specialized-magnetic-separator-for-coal-washing,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-specialized-magnetic-separator-for-coal-washing,Porcentaje de sólidos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctn-type-specialized-magnetic-separator-for-coal-washing,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hmdn-coal-washing-special-magnetic-separator,Mineralogía,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hmdn-coal-washing-special-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hmdn-coal-washing-special-magnetic-separator,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hmdn-coal-washing-special-magnetic-separator,Porcentaje de sólidos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hmdn-coal-washing-special-magnetic-separator,Objetivo de separación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-permanent-magnetic-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-permanent-magnetic-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-permanent-magnetic-separator,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-permanent-magnetic-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-permanent-magnetic-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-electromagnetic-conveyor-belt-separator,Alimentación eléctrica,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-electromagnetic-conveyor-belt-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-electromagnetic-conveyor-belt-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-electromagnetic-conveyor-belt-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
suspended-electromagnetic-conveyor-belt-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dls-type-window-metal-detector,Ventana de detección,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dls-type-window-metal-detector,Producto de prueba,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dls-type-window-metal-detector,Velocidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dls-type-window-metal-detector,Alarma e interbloqueo,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gjt-type-window-metal-detector,Ventana de detección,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gjt-type-window-metal-detector,Producto de prueba,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gjt-type-window-metal-detector,Velocidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
gjt-type-window-metal-detector,Alarma e interbloqueo,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecp-eddy-current-metal-sorting-machine,Tamaño de alimentación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecp-eddy-current-metal-sorting-machine,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecp-eddy-current-metal-sorting-machine,Configuración de rotor,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecp-eddy-current-metal-sorting-machine,Divisor de producto,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecs-type-eddy-current-metal-sorting-machine,Tamaño de alimentación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecs-type-eddy-current-metal-sorting-machine,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecs-type-eddy-current-metal-sorting-machine,Configuración de rotor,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
hecs-type-eddy-current-metal-sorting-machine,Divisor de producto,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drum-magnet,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drum-magnet,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drum-magnet,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drum-magnet,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
drum-magnet,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
eccentric-eddy-current-separator,Tamaño de alimentación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
eccentric-eddy-current-separator,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
eccentric-eddy-current-separator,Configuración de rotor,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
eccentric-eddy-current-separator,Divisor de producto,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
electromagnet-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
electromagnet-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
electromagnet-separator,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
electromagnet-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
electromagnet-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-head-pulley,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-head-pulley,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-head-pulley,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-head-pulley,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
magnetic-head-pulley,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-overband-magnetic-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-overband-magnetic-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-overband-magnetic-separator,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-overband-magnetic-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
permanent-overband-magnetic-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
stainless-steel-separation-conveyor,Tamaño de alimentación,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
stainless-steel-separation-conveyor,Capacidad,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
stainless-steel-separation-conveyor,Configuración de rotor,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
stainless-steel-separation-conveyor,Divisor de producto,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cbs-drawer-type-magnetic-filter,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cbs-drawer-type-magnetic-filter,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cbs-drawer-type-magnetic-filter,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cbs-drawer-type-magnetic-filter,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-wet-slot-magnetic-filter,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-wet-slot-magnetic-filter,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-wet-slot-magnetic-filter,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-wet-slot-magnetic-filter,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctq-type-roller-automatic-magnetic-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctq-type-roller-automatic-magnetic-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctq-type-roller-automatic-magnetic-separator,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctq-type-roller-automatic-magnetic-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
ctq-type-roller-automatic-magnetic-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cyg-wet-pipeline-magnetic-filter,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cyg-wet-pipeline-magnetic-filter,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cyg-wet-pipeline-magnetic-filter,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
cyg-wet-pipeline-magnetic-filter,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rcyz-type-pipeline-magnetic-filter,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rcyz-type-pipeline-magnetic-filter,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rcyz-type-pipeline-magnetic-filter,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
rcyz-type-pipeline-magnetic-filter,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-slot-magnetic-filter,Abertura o diámetro,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-slot-magnetic-filter,Barras o elementos magnéticos,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-slot-magnetic-filter,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
clc-type-slot-magnetic-filter,Material de construcción,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhd-type-roller-type-automatic-magnetic-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhd-type-roller-type-automatic-magnetic-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhd-type-roller-type-automatic-magnetic-separator,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhd-type-roller-type-automatic-magnetic-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhd-type-roller-type-automatic-magnetic-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhj-type-strong-roller-automatic-magnetic-separator,Ancho y velocidad de cinta,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhj-type-strong-roller-automatic-magnetic-separator,Altura de suspensión,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhj-type-strong-roller-automatic-magnetic-separator,Capa de material,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhj-type-strong-roller-automatic-magnetic-separator,Ambiente,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
dhj-type-strong-roller-automatic-magnetic-separator,Configuración de descarga,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qcg-wet-roller-magnetic-separator,Mineralogía,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qcg-wet-roller-magnetic-separator,Granulometría,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
qcg-wet-roller-magnetic-separator,Caudal,No hay valor confirmado en el catálogo público sincronizado,Disponible bajo solicitud / Por confirmar por ingeniería de COWIN
